x_train,y_train
"[0.30434782608695643, 0.3364839319470699, 0.3610586011342154]",-0.7999999999999989
"[0.3364839319470699, 0.3610586011342154, 0.3478260869565217]",0.6
"[0.3610586011342154, 0.3478260869565217, 0.3742911153119092]",0.3
"[0.3478260869565217, 0.3742911153119092, 0.3686200378071833]",-0.199999999999999
"[0.3742911153119092, 0.3686200378071833, 0.35916824196597347]",0.40000000000000097
"[0.3686200378071833, 0.35916824196597347, 0.37051039697542526]",5.899999999999999
"[0.35916824196597347, 0.37051039697542526, 0.4744801512287333]",6.6
"[0.37051039697542526, 0.4744801512287333, 0.4877126654064271]",1.6999999999999988
"[0.4744801512287333, 0.4877126654064271, 0.3950850661625708]",1.300000000000001
"[0.4877126654064271, 0.3950850661625708, 0.38752362948960295]",1.600000000000001
"[0.3950850661625708, 0.38752362948960295, 0.39319470699432885]",4.8
"[0.38752362948960295, 0.39319470699432885, 0.4536862003780717]",6.6
"[0.39319470699432885, 0.4536862003780717, 0.4877126654064271]",6.499999999999998
"[0.4536862003780717, 0.4877126654064271, 0.4858223062381851]",6.499999999999998
"[0.4877126654064271, 0.4858223062381851, 0.4858223062381851]",3.9
"[0.4858223062381851, 0.4858223062381851, 0.43667296786389403]",2.899999999999999
"[0.4858223062381851, 0.43667296786389403, 0.41776937618147436]",9.1
"[0.43667296786389403, 0.41776937618147436, 0.5349716446124763]",7.400000000000001
"[0.41776937618147436, 0.5349716446124763, 0.5028355387523629]",7.699999999999998
"[0.5349716446124763, 0.5028355387523629, 0.5085066162570887]",6.200000000000002
"[0.5028355387523629, 0.5085066162570887, 0.4801512287334593]",6.499999999999998
"[0.5085066162570887, 0.4801512287334593, 0.4858223062381851]",2.200000000000001
"[0.4801512287334593, 0.4858223062381851, 0.40453686200378064]",1.9000000000000008
"[0.4858223062381851, 0.40453686200378064, 0.39886578449905474]",4.099999999999999
"[0.40453686200378064, 0.39886578449905474, 0.44045368620037795]",5.1
"[0.39886578449905474, 0.44045368620037795, 0.4593572778827976]",4.8
"[0.44045368620037795, 0.4593572778827976, 0.4536862003780717]",4.8
"[0.4593572778827976, 0.4536862003780717, 0.4536862003780717]",5.500000000000001
"[0.4536862003780717, 0.4536862003780717, 0.4669187145557655]",7.599999999999998
"[0.4536862003780717, 0.4669187145557655, 0.5066162570888467]",10.2
"[0.4669187145557655, 0.5066162570888467, 0.5557655954631379]",11.000000000000002
"[0.5066162570888467, 0.5557655954631379, 0.5708884688090736]",10.599999999999998
"[0.5557655954631379, 0.5708884688090736, 0.5633270321361057]",9.1
"[0.5708884688090736, 0.5633270321361057, 0.5349716446124763]",9.399999999999997
"[0.5633270321361057, 0.5349716446124763, 0.5406427221172021]",8.000000000000002
"[0.5349716446124763, 0.5406427221172021, 0.5141776937618147]",8.5
"[0.5406427221172021, 0.5141776937618147, 0.5236294896030245]",1.999999999999999
"[0.5141776937618147, 0.5236294896030245, 0.40075614366729667]",8.099999999999996
"[0.5236294896030245, 0.40075614366729667, 0.5160680529300565]",13.800000000000004
"[0.40075614366729667, 0.5160680529300565, 0.6238185255198487]",16.100000000000005
"[0.5160680529300565, 0.6238185255198487, 0.6672967863894139]",12.6
"[0.6238185255198487, 0.6672967863894139, 0.601134215500945]",13.800000000000004
"[0.6672967863894139, 0.601134215500945, 0.6238185255198487]",15.399999999999997
"[0.601134215500945, 0.6238185255198487, 0.65406427221172]",11.100000000000001
"[0.6238185255198487, 0.65406427221172, 0.5727788279773156]",12.900000000000002
"[0.65406427221172, 0.5727788279773156, 0.606805293005671]",14.700000000000003
"[0.5727788279773156, 0.606805293005671, 0.6408317580340264]",10.799999999999999
"[0.606805293005671, 0.6408317580340264, 0.5671077504725897]",11.300000000000004
"[0.6408317580340264, 0.5671077504725897, 0.5765595463137996]",10.499999999999996
"[0.5671077504725897, 0.5765595463137996, 0.5614366729678637]",13.099999999999998
"[0.5765595463137996, 0.5614366729678637, 0.6105860113421548]",12.8
"[0.5614366729678637, 0.6105860113421548, 0.604914933837429]",8.299999999999999
"[0.6105860113421548, 0.604914933837429, 0.5198487712665405]",10.599999999999998
"[0.604914933837429, 0.5198487712665405, 0.5633270321361057]",14.399999999999999
"[0.5198487712665405, 0.5633270321361057, 0.6351606805293004]",13.9
"[0.5633270321361057, 0.6351606805293004, 0.6257088846880906]",14.299999999999999
"[0.6351606805293004, 0.6257088846880906, 0.6332703213610584]",11.5
"[0.6257088846880906, 0.6332703213610584, 0.5803402646502834]",14.099999999999996
"[0.6332703213610584, 0.5803402646502834, 0.6294896030245745]",15.300000000000002
"[0.5803402646502834, 0.6294896030245745, 0.6521739130434782]",14.199999999999998
"[0.6294896030245745, 0.6521739130434782, 0.6313799621928164]",15.7
"[0.6521739130434782, 0.6313799621928164, 0.659735349716446]",18.400000000000002
"[0.6313799621928164, 0.659735349716446, 0.7107750472589791]",19.700000000000003
"[0.659735349716446, 0.7107750472589791, 0.7353497164461247]",18.500000000000004
"[0.7107750472589791, 0.7353497164461247, 0.7126654064272211]",16.399999999999995
"[0.7353497164461247, 0.7126654064272211, 0.6729678638941397]",14.900000000000004
"[0.7126654064272211, 0.6729678638941397, 0.6446124763705103]",14.800000000000002
"[0.6729678638941397, 0.6446124763705103, 0.6427221172022684]",17.699999999999996
"[0.6446124763705103, 0.6427221172022684, 0.6975425330812852]",14.999999999999998
"[0.6427221172022684, 0.6975425330812852, 0.6465028355387522]",12.999999999999996
"[0.6975425330812852, 0.6465028355387522, 0.6086956521739129]",14.999999999999998
"[0.6465028355387522, 0.6086956521739129, 0.6465028355387522]",13.800000000000004
"[0.6086956521739129, 0.6465028355387522, 0.6238185255198487]",15.199999999999996
"[0.6465028355387522, 0.6238185255198487, 0.6502835538752361]",16.100000000000005
"[0.6238185255198487, 0.6502835538752361, 0.6672967863894139]",16.9
"[0.6502835538752361, 0.6672967863894139, 0.6824196597353496]",17.300000000000004
"[0.6672967863894139, 0.6824196597353496, 0.6899810964083175]",14.5
"[0.6824196597353496, 0.6899810964083175, 0.6370510396975424]",15.900000000000002
"[0.6899810964083175, 0.6370510396975424, 0.66351606805293]",18.3
"[0.6370510396975424, 0.66351606805293, 0.7088846880907371]",19.9
"[0.66351606805293, 0.7088846880907371, 0.7391304347826085]",21.3
"[0.7088846880907371, 0.7391304347826085, 0.7655954631379961]",19.400000000000002
"[0.7391304347826085, 0.7655954631379961, 0.7296786389413987]",19.400000000000002
"[0.7655954631379961, 0.7296786389413987, 0.7296786389413987]",21.8
"[0.7296786389413987, 0.7296786389413987, 0.7750472589792059]",18.899999999999995
"[0.7296786389413987, 0.7750472589792059, 0.7202268431001888]",18.3
"[0.7750472589792059, 0.7202268431001888, 0.7088846880907371]",16.9
"[0.7202268431001888, 0.7088846880907371, 0.6824196597353496]",18.500000000000004
"[0.7088846880907371, 0.6824196597353496, 0.7126654064272211]",15.8
"[0.6824196597353496, 0.7126654064272211, 0.661625708884688]",17.6
"[0.7126654064272211, 0.661625708884688, 0.6956521739130433]",17.9
"[0.661625708884688, 0.6956521739130433, 0.7013232514177692]",18.999999999999996
"[0.6956521739130433, 0.7013232514177692, 0.7221172022684308]",20.299999999999997
"[0.7013232514177692, 0.7221172022684308, 0.7466918714555764]",20.0
"[0.7221172022684308, 0.7466918714555764, 0.7410207939508505]",22.7
"[0.7466918714555764, 0.7410207939508505, 0.7920604914933835]",20.1
"[0.7410207939508505, 0.7920604914933835, 0.7429111531190925]",18.899999999999995
"[0.7920604914933835, 0.7429111531190925, 0.7202268431001888]",20.199999999999996
"[0.7429111531190925, 0.7202268431001888, 0.7448015122873344]",21.399999999999995
"[0.7202268431001888, 0.7448015122873344, 0.767485822306238]",21.499999999999996
"[0.7448015122873344, 0.767485822306238, 0.76937618147448]",20.9
"[0.767485822306238, 0.76937618147448, 0.7580340264650282]",24.500000000000004
"[0.76937618147448, 0.7580340264650282, 0.826086956521739]",18.600000000000005
"[0.7580340264650282, 0.826086956521739, 0.7145557655954631]",17.9
"[0.826086956521739, 0.7145557655954631, 0.7013232514177692]",19.400000000000002
"[0.7145557655954631, 0.7013232514177692, 0.7296786389413987]",18.400000000000002
"[0.7013232514177692, 0.7296786389413987, 0.7107750472589791]",20.1
"[0.7296786389413987, 0.7107750472589791, 0.7429111531190925]",21.399999999999995
"[0.7107750472589791, 0.7429111531190925, 0.767485822306238]",22.000000000000004
"[0.7429111531190925, 0.767485822306238, 0.7788279773156899]",19.3
"[0.767485822306238, 0.7788279773156899, 0.7277882797731567]",18.600000000000005
"[0.7788279773156899, 0.7277882797731567, 0.7145557655954631]",18.999999999999996
"[0.7277882797731567, 0.7145557655954631, 0.7221172022684308]",20.6
"[0.7145557655954631, 0.7221172022684308, 0.7523629489603023]",24.2
"[0.7221172022684308, 0.7523629489603023, 0.8204158790170131]",23.200000000000003
"[0.7523629489603023, 0.8204158790170131, 0.8015122873345935]",17.799999999999997
"[0.8204158790170131, 0.8015122873345935, 0.6994328922495272]",21.2
"[0.8015122873345935, 0.6994328922495272, 0.7637051039697541]",21.3
"[0.6994328922495272, 0.7637051039697541, 0.7655954631379961]",22.2
"[0.7637051039697541, 0.7655954631379961, 0.7826086956521737]",21.100000000000005
"[0.7655954631379961, 0.7826086956521737, 0.7618147448015122]",23.300000000000004
"[0.7826086956521737, 0.7618147448015122, 0.8034026465028354]",22.799999999999997
"[0.7618147448015122, 0.8034026465028354, 0.7939508506616255]",21.7
"[0.8034026465028354, 0.7939508506616255, 0.7731568998109639]",20.4
"[0.7939508506616255, 0.7731568998109639, 0.7485822306238183]",22.6
"[0.7731568998109639, 0.7485822306238183, 0.7901701323251417]",24.2
"[0.7485822306238183, 0.7901701323251417, 0.8204158790170131]",23.5
"[0.7901701323251417, 0.8204158790170131, 0.8071833648393193]",21.599999999999998
"[0.8204158790170131, 0.8071833648393193, 0.7712665406427219]",23.200000000000003
"[0.8071833648393193, 0.7712665406427219, 0.8015122873345935]",19.5
"[0.7712665406427219, 0.8015122873345935, 0.7315689981096407]",21.7
"[0.8015122873345935, 0.7315689981096407, 0.7731568998109639]",22.3
"[0.7315689981096407, 0.7731568998109639, 0.7844990548204157]",24.7
"[0.7731568998109639, 0.7844990548204157, 0.8298676748582229]",22.3
"[0.7844990548204157, 0.8298676748582229, 0.7844990548204157]",23.5
"[0.8298676748582229, 0.7844990548204157, 0.8071833648393193]",23.0
"[0.7844990548204157, 0.8071833648393193, 0.7977315689981095]",24.8
"[0.8071833648393193, 0.7977315689981095, 0.8317580340264649]",24.3
"[0.7977315689981095, 0.8317580340264649, 0.8223062381852551]",25.400000000000002
"[0.8317580340264649, 0.8223062381852551, 0.8431001890359167]",24.3
"[0.8223062381852551, 0.8431001890359167, 0.8223062381852551]",25.099999999999998
"[0.8431001890359167, 0.8223062381852551, 0.8374291115311907]",26.8
"[0.8223062381852551, 0.8374291115311907, 0.8695652173913042]",28.000000000000004
"[0.8374291115311907, 0.8695652173913042, 0.8922495274102078]",28.4
"[0.8695652173913042, 0.8922495274102078, 0.8998109640831756]",28.000000000000004
"[0.8922495274102078, 0.8998109640831756, 0.8922495274102078]",27.0
"[0.8998109640831756, 0.8922495274102078, 0.8733459357277881]",26.8
"[0.8922495274102078, 0.8733459357277881, 0.8695652173913042]",26.8
"[0.8733459357277881, 0.8695652173913042, 0.8695652173913042]",25.6
"[0.8695652173913042, 0.8695652173913042, 0.8468809073724006]",26.8
"[0.8695652173913042, 0.8468809073724006, 0.8695652173913042]",25.700000000000003
"[0.8468809073724006, 0.8695652173913042, 0.8487712665406426]",24.0
"[0.8695652173913042, 0.8487712665406426, 0.8166351606805291]",24.7
"[0.8487712665406426, 0.8166351606805291, 0.8298676748582229]",25.3
"[0.8166351606805291, 0.8298676748582229, 0.8412098298676747]",24.500000000000004
"[0.8298676748582229, 0.8412098298676747, 0.826086956521739]",25.3
"[0.8412098298676747, 0.826086956521739, 0.8412098298676747]",24.899999999999995
"[0.826086956521739, 0.8412098298676747, 0.8336483931947067]",23.4
"[0.8412098298676747, 0.8336483931947067, 0.8052930056710773]",23.6
"[0.8336483931947067, 0.8052930056710773, 0.8090737240075613]",21.900000000000002
"[0.8052930056710773, 0.8090737240075613, 0.7769376181474479]",22.7
"[0.8090737240075613, 0.7769376181474479, 0.7920604914933835]",22.3
"[0.7769376181474479, 0.7920604914933835, 0.7844990548204157]",22.2
"[0.7920604914933835, 0.7844990548204157, 0.7826086956521737]",20.4
"[0.7844990548204157, 0.7826086956521737, 0.7485822306238183]",23.6
"[0.7826086956521737, 0.7485822306238183, 0.8090737240075613]",23.1
"[0.7485822306238183, 0.8090737240075613, 0.7996219281663515]",25.400000000000002
"[0.8090737240075613, 0.7996219281663515, 0.8431001890359167]",25.400000000000002
"[0.7996219281663515, 0.8431001890359167, 0.8431001890359167]",25.099999999999998
"[0.8431001890359167, 0.8431001890359167, 0.8374291115311907]",25.6
"[0.8431001890359167, 0.8374291115311907, 0.8468809073724006]",25.099999999999998
"[0.8374291115311907, 0.8468809073724006, 0.8374291115311907]",23.0
"[0.8468809073724006, 0.8374291115311907, 0.7977315689981095]",21.7
"[0.8374291115311907, 0.7977315689981095, 0.7731568998109639]",22.9
"[0.7977315689981095, 0.7731568998109639, 0.7958412098298675]",23.4
"[0.7731568998109639, 0.7958412098298675, 0.8052930056710773]",23.300000000000004
"[0.7958412098298675, 0.8052930056710773, 0.8034026465028354]",23.4
"[0.8052930056710773, 0.8034026465028354, 0.8052930056710773]",21.399999999999995
"[0.8034026465028354, 0.8052930056710773, 0.767485822306238]",20.5
"[0.8052930056710773, 0.767485822306238, 0.7504725897920603]",20.1
"[0.767485822306238, 0.7504725897920603, 0.7429111531190925]",19.5
"[0.7504725897920603, 0.7429111531190925, 0.7315689981096407]",20.4
"[0.7429111531190925, 0.7315689981096407, 0.7485822306238183]",19.700000000000003
"[0.7315689981096407, 0.7485822306238183, 0.7353497164461247]",21.499999999999996
"[0.7485822306238183, 0.7353497164461247, 0.76937618147448]",21.100000000000005
"[0.7353497164461247, 0.76937618147448, 0.7618147448015122]",21.599999999999998
"[0.76937618147448, 0.7618147448015122, 0.7712665406427219]",19.9
"[0.7618147448015122, 0.7712665406427219, 0.7391304347826085]",18.3
"[0.7712665406427219, 0.7391304347826085, 0.7088846880907371]",18.7
"[0.7391304347826085, 0.7088846880907371, 0.716446124763705]",19.2
"[0.7088846880907371, 0.716446124763705, 0.7258979206049148]",17.699999999999996
"[0.716446124763705, 0.7258979206049148, 0.6975425330812852]",18.3
"[0.7258979206049148, 0.6975425330812852, 0.7088846880907371]",19.700000000000003
"[0.6975425330812852, 0.7088846880907371, 0.7353497164461247]",20.299999999999997
"[0.7088846880907371, 0.7353497164461247, 0.7466918714555764]",19.800000000000004
"[0.7353497164461247, 0.7466918714555764, 0.7372400756143667]",18.7
"[0.7466918714555764, 0.7372400756143667, 0.716446124763705]",17.0
"[0.7372400756143667, 0.716446124763705, 0.6843100189035916]",19.2
"[0.716446124763705, 0.6843100189035916, 0.7258979206049148]",20.0
"[0.6843100189035916, 0.7258979206049148, 0.7410207939508505]",19.400000000000002
"[0.7258979206049148, 0.7410207939508505, 0.7296786389413987]",14.900000000000004
"[0.7410207939508505, 0.7296786389413987, 0.6446124763705103]",16.2
"[0.7296786389413987, 0.6446124763705103, 0.6691871455576558]",17.6
"[0.6446124763705103, 0.6691871455576558, 0.6956521739130433]",16.2
"[0.6691871455576558, 0.6956521739130433, 0.6691871455576558]",16.399999999999995
"[0.6956521739130433, 0.6691871455576558, 0.6729678638941397]",16.7
"[0.6691871455576558, 0.6729678638941397, 0.6786389413988656]",18.1
"[0.6729678638941397, 0.6786389413988656, 0.7051039697542532]",15.7
"[0.6786389413988656, 0.7051039697542532, 0.659735349716446]",15.8
"[0.7051039697542532, 0.659735349716446, 0.661625708884688]",15.300000000000002
"[0.659735349716446, 0.661625708884688, 0.6521739130434782]",15.399999999999997
"[0.661625708884688, 0.6521739130434782, 0.65406427221172]",16.499999999999996
"[0.6521739130434782, 0.65406427221172, 0.6748582230623816]",17.6
"[0.65406427221172, 0.6748582230623816, 0.6956521739130433]",15.399999999999997
"[0.6748582230623816, 0.6956521739130433, 0.65406427221172]",9.399999999999997
"[0.6956521739130433, 0.65406427221172, 0.5406427221172021]",7.300000000000001
"[0.65406427221172, 0.5406427221172021, 0.5009451795841209]",10.099999999999998
"[0.5406427221172021, 0.5009451795841209, 0.5538752362948959]",15.399999999999997
"[0.5009451795841209, 0.5538752362948959, 0.65406427221172]",14.099999999999996
"[0.5538752362948959, 0.65406427221172, 0.6294896030245745]",13.500000000000002
"[0.65406427221172, 0.6294896030245745, 0.6181474480151228]",14.199999999999998
"[0.6294896030245745, 0.6181474480151228, 0.6313799621928164]",12.900000000000002
"[0.6181474480151228, 0.6313799621928164, 0.606805293005671]",13.099999999999998
"[0.6313799621928164, 0.606805293005671, 0.6105860113421548]",13.500000000000002
"[0.606805293005671, 0.6105860113421548, 0.6181474480151228]",14.299999999999999
"[0.6105860113421548, 0.6181474480151228, 0.6332703213610584]",16.3
"[0.6181474480151228, 0.6332703213610584, 0.6710775047258978]",15.1
"[0.6332703213610584, 0.6710775047258978, 0.6483931947069942]",14.5
"[0.6710775047258978, 0.6483931947069942, 0.6370510396975424]",15.199999999999996
"[0.6483931947069942, 0.6370510396975424, 0.6502835538752361]",12.499999999999998
"[0.6370510396975424, 0.6502835538752361, 0.599243856332703]",10.400000000000002
"[0.6502835538752361, 0.599243856332703, 0.5595463137996218]",11.199999999999998
"[0.599243856332703, 0.5595463137996218, 0.5746691871455575]",11.5
"[0.5595463137996218, 0.5746691871455575, 0.5803402646502834]",11.5
"[0.5746691871455575, 0.5803402646502834, 0.5803402646502834]",11.899999999999999
"[0.5803402646502834, 0.5803402646502834, 0.5879017013232513]",12.999999999999996
"[0.5803402646502834, 0.5879017013232513, 0.6086956521739129]",14.099999999999996
"[0.5879017013232513, 0.6086956521739129, 0.6294896030245745]",14.999999999999998
"[0.6086956521739129, 0.6294896030245745, 0.6465028355387522]",11.799999999999997
"[0.6294896030245745, 0.6465028355387522, 0.5860113421550093]",4.8
"[0.6465028355387522, 0.5860113421550093, 0.4536862003780717]",3.5999999999999996
"[0.5860113421550093, 0.4536862003780717, 0.43100189035916814]",8.000000000000002
"[0.4536862003780717, 0.43100189035916814, 0.5141776937618147]",7.000000000000001
"[0.43100189035916814, 0.5141776937618147, 0.495274102079395]",8.600000000000001
"[0.5141776937618147, 0.495274102079395, 0.5255198487712665]",10.400000000000002
"[0.495274102079395, 0.5255198487712665, 0.5595463137996218]",10.9
"[0.5255198487712665, 0.5595463137996218, 0.5689981096408316]",6.6
"[0.5595463137996218, 0.5689981096408316, 0.4877126654064271]",9.300000000000002
"[0.5689981096408316, 0.4877126654064271, 0.5387523629489602]",6.900000000000002
"[0.4877126654064271, 0.5387523629489602, 0.49338374291115306]",1.7999999999999998
"[0.5387523629489602, 0.49338374291115306, 0.39697542533081276]",5.3999999999999995
"[0.49338374291115306, 0.39697542533081276, 0.4650283553875235]",7.199999999999999
"[0.39697542533081276, 0.4650283553875235, 0.4990548204158789]",0.0
"[0.4650283553875235, 0.4990548204158789, 0.3629489603024574]",-1.9000000000000008
"[0.4990548204158789, 0.3629489603024574, 0.32703213610586]",-2.1
"[0.3629489603024574, 0.32703213610586, 0.3232514177693761]",-3.3
"[0.32703213610586, 0.3232514177693761, 0.3005671077504725]",2.500000000000001
"[0.3232514177693761, 0.3005671077504725, 0.41020793950850654]",3.5999999999999996
"[0.3005671077504725, 0.41020793950850654, 0.43100189035916814]",5.500000000000001
"[0.41020793950850654, 0.43100189035916814, 0.4669187145557655]",6.800000000000002
"[0.43100189035916814, 0.4669187145557655, 0.49149338374291107]",4.5
"[0.4669187145557655, 0.49149338374291107, 0.44801512287334583]",4.400000000000002
"[0.49149338374291107, 0.44801512287334583, 0.4461247637051039]",5.000000000000002
"[0.44801512287334583, 0.4461247637051039, 0.4574669187145557]",3.4999999999999987
"[0.4461247637051039, 0.4574669187145557, 0.42911153119092615]",5.299999999999999
"[0.4574669187145557, 0.42911153119092615, 0.46313799621928153]",7.500000000000003
"[0.42911153119092615, 0.46313799621928153, 0.5047258979206048]",6.3
"[0.46313799621928153, 0.5047258979206048, 0.4820415879017012]",-1.300000000000001
"[0.5047258979206048, 0.4820415879017012, 0.3383742911153118]",-7.000000000000001
"[0.4820415879017012, 0.3383742911153118, 0.23062381852551977]",-3.9
"[0.3383742911153118, 0.23062381852551977, 0.2892249527410207]",-2.500000000000001
"[0.23062381852551977, 0.2892249527410207, 0.3156899810964082]",-2.200000000000001
"[0.2892249527410207, 0.3156899810964082, 0.3213610586011341]",-1.7999999999999998
"[0.3156899810964082, 0.3213610586011341, 0.328922495274102]",-3.400000000000001
"[0.3213610586011341, 0.328922495274102, 0.29867674858223053]",-5.000000000000002
"[0.328922495274102, 0.29867674858223053, 0.26843100189035907]",-9.6
"[0.29867674858223053, 0.26843100189035907, 0.1814744801512287]",-11.6
"[0.26843100189035907, 0.1814744801512287, 0.14366729678638937]",-13.6
"[0.1814744801512287, 0.14366729678638937, 0.10586011342155005]",-11.6
"[0.14366729678638937, 0.10586011342155005, 0.14366729678638937]",-5.500000000000001
"[0.10586011342155005, 0.14366729678638937, 0.25897920604914926]",-5.699999999999999
"[0.14366729678638937, 0.25897920604914926, 0.25519848771266535]",-4.9
"[0.25897920604914926, 0.25519848771266535, 0.27032136105860105]",-3.3
"[0.25519848771266535, 0.27032136105860105, 0.3005671077504725]",-5.500000000000001
"[0.27032136105860105, 0.3005671077504725, 0.25897920604914926]",-2.500000000000001
"[0.3005671077504725, 0.25897920604914926, 0.3156899810964082]",1.6999999999999988
"[0.25897920604914926, 0.3156899810964082, 0.3950850661625708]",-2.299999999999999
"[0.3156899810964082, 0.3950850661625708, 0.3194706994328922]",-7.300000000000001
"[0.3950850661625708, 0.3194706994328922, 0.22495274102079388]",-6.1000000000000005
"[0.3194706994328922, 0.22495274102079388, 0.24763705103969746]",-3.0
"[0.22495274102079388, 0.24763705103969746, 0.3062381852551984]",-2.8000000000000007
"[0.24763705103969746, 0.3062381852551984, 0.3100189035916823]",-0.499999999999999
"[0.3062381852551984, 0.3100189035916823, 0.35349716446124757]",-1.999999999999999
"[0.3100189035916823, 0.35349716446124757, 0.3251417769376181]",0.40000000000000097
"[0.35349716446124757, 0.3251417769376181, 0.37051039697542526]",-4.6000000000000005
"[0.3251417769376181, 0.37051039697542526, 0.27599243856332695]",-3.0
"[0.37051039697542526, 0.27599243856332695, 0.3062381852551984]",-4.6000000000000005
"[0.27599243856332695, 0.3062381852551984, 0.27599243856332695]",-8.1
"[0.3062381852551984, 0.27599243856332695, 0.20982986767485817]",-10.1
"[0.27599243856332695, 0.20982986767485817, 0.17202268431001885]",-12.5
"[0.20982986767485817, 0.17202268431001885, 0.12665406427221168]",-4.300000000000001
"[0.17202268431001885, 0.12665406427221168, 0.28166351606805284]",0.7999999999999989
"[0.12665406427221168, 0.28166351606805284, 0.3780718336483931]",-3.9
"[0.28166351606805284, 0.3780718336483931, 0.2892249527410207]",-9.0
"[0.3780718336483931, 0.2892249527410207, 0.19281663516068048]",-6.8
"[0.2892249527410207, 0.19281663516068048, 0.23440453686200372]",-2.500000000000001
"[0.19281663516068048, 0.23440453686200372, 0.3156899810964082]",-4.300000000000001
"[0.23440453686200372, 0.3156899810964082, 0.28166351606805284]",-0.7999999999999989
"[0.3156899810964082, 0.28166351606805284, 0.3478260869565217]",-6.3
"[0.28166351606805284, 0.3478260869565217, 0.24385633270321355]",-15.6
"[0.3478260869565217, 0.24385633270321355, 0.06805293005671076]",-15.300000000000002
"[0.24385633270321355, 0.06805293005671076, 0.0737240075614366]",-5.3999999999999995
"[0.06805293005671076, 0.0737240075614366, 0.26086956521739124]",-6.4
"[0.0737240075614366, 0.26086956521739124, 0.24196597353497157]",-6.0
"[0.26086956521739124, 0.24196597353497157, 0.24952741020793945]",-5.800000000000001
"[0.24196597353497157, 0.24952741020793945, 0.25330812854442336]",-5.000000000000002
"[0.24952741020793945, 0.25330812854442336, 0.26843100189035907]",-5.699999999999999
"[0.25330812854442336, 0.26843100189035907, 0.25519848771266535]",-5.800000000000001
"[0.26843100189035907, 0.25519848771266535, 0.25330812854442336]",-3.3
"[0.25519848771266535, 0.25330812854442336, 0.3005671077504725]",-9.2
"[0.25330812854442336, 0.3005671077504725, 0.18903591682419654]",-13.6
"[0.3005671077504725, 0.18903591682419654, 0.10586011342155005]",-10.8
"[0.18903591682419654, 0.10586011342155005, 0.15879017013232508]",-4.000000000000001
"[0.10586011342155005, 0.15879017013232508, 0.28733459357277874]",1.2
"[0.15879017013232508, 0.28733459357277874, 0.38563327032136097]",2.500000000000001
"[0.28733459357277874, 0.38563327032136097, 0.41020793950850654]",3.7000000000000006
"[0.38563327032136097, 0.41020793950850654, 0.4328922495274101]",3.0
"[0.41020793950850654, 0.4328922495274101, 0.41965973534971635]",6.0
"[0.4328922495274101, 0.41965973534971635, 0.4763705103969753]",1.399999999999999
"[0.41965973534971635, 0.4763705103969753, 0.3894139886578449]",0.8999999999999999
"[0.4763705103969753, 0.3894139886578449, 0.37996219281663507]",-4.6000000000000005
"[0.3894139886578449, 0.37996219281663507, 0.27599243856332695]",-4.000000000000001
"[0.37996219281663507, 0.27599243856332695, 0.28733459357277874]",-2.299999999999999
"[0.27599243856332695, 0.28733459357277874, 0.3194706994328922]",-2.1
"[0.28733459357277874, 0.3194706994328922, 0.3232514177693761]",-4.400000000000002
"[0.3194706994328922, 0.3232514177693761, 0.27977315689981086]",-1.600000000000001
"[0.3232514177693761, 0.27977315689981086, 0.3327032136105859]",0.40000000000000097
"[0.27977315689981086, 0.3327032136105859, 0.37051039697542526]",-1.9000000000000008
"[0.3327032136105859, 0.37051039697542526, 0.32703213610586]",-0.499999999999999
"[0.37051039697542526, 0.32703213610586, 0.35349716446124757]",1.0000000000000009
"[0.32703213610586, 0.35349716446124757, 0.38185255198487705]",-1.2
"[0.35349716446124757, 0.38185255198487705, 0.3402646502835538]",2.299999999999999
"[0.38185255198487705, 0.3402646502835538, 0.40642722117202257]",0.7999999999999989
"[0.3402646502835538, 0.40642722117202257, 0.3780718336483931]",-2.200000000000001
"[0.40642722117202257, 0.3780718336483931, 0.3213610586011341]",-6.1000000000000005
"[0.3780718336483931, 0.3213610586011341, 0.24763705103969746]",-6.900000000000001
"[0.3213610586011341, 0.24763705103969746, 0.23251417769376173]",-5.800000000000001
"[0.24763705103969746, 0.23251417769376173, 0.25330812854442336]",-3.0
"[0.23251417769376173, 0.25330812854442336, 0.3062381852551984]",-1.9000000000000008
"[0.25330812854442336, 0.3062381852551984, 0.32703213610586]",-1.099999999999999
"[0.3062381852551984, 0.32703213610586, 0.3421550094517958]",0.3
"[0.32703213610586, 0.3421550094517958, 0.3686200378071833]",3.0
"[0.3421550094517958, 0.3686200378071833, 0.41965973534971635]",2.899999999999999
"[0.3686200378071833, 0.41965973534971635, 0.41776937618147436]",1.300000000000001
"[0.41965973534971635, 0.41776937618147436, 0.38752362948960295]",1.600000000000001
"[0.41776937618147436, 0.38752362948960295, 0.39319470699432885]",1.399999999999999
"[0.38752362948960295, 0.39319470699432885, 0.3894139886578449]",3.7000000000000006
"[0.39319470699432885, 0.3894139886578449, 0.4328922495274101]",0.8999999999999999
"[0.3894139886578449, 0.4328922495274101, 0.37996219281663507]",-0.499999999999999
"[0.4328922495274101, 0.37996219281663507, 0.35349716446124757]",-2.200000000000001
"[0.37996219281663507, 0.35349716446124757, 0.3213610586011341]",1.399999999999999
"[0.35349716446124757, 0.3213610586011341, 0.3894139886578449]",6.1000000000000005
"[0.3213610586011341, 0.3894139886578449, 0.4782608695652173]",6.1000000000000005
